2311.17055,No Representation Rules Them All in Category Discovery,"Sagar Vaze, Andrea Vedaldi, Andrew Zisserman",https://arxiv.org/,http://arxiv.org/pdf/2311.17055v1,2023-11-28T18:59:46Z,2023-11-28T18:59:46Z,10.48550/arXiv.2311.17055,"In this paper we tackle the problem of Generalized Category Discovery (GCD). Specifically, given a dataset with labelled and unlabelled images, the task is to cluster all images in the unlabelled subset, whether or not they belong to the labelled categories. Our first contribution is to recognize that most existing GCD benchmarks only contain labels for a single clustering of the data, making it difficult to ascertain whether models are using the available labels to solve the GCD task, or simply solving an unsupervised clustering problem. As such, we present a synthetic dataset, named 'Clevr-4', for category discovery. Clevr-4 contains four equally valid partitions of the data, i.e based on object shape, texture, color or count. To solve the task, models are required to extrapolate the taxonomy specified by the labelled set, rather than simply latching onto a single natural grouping of the data. We use this dataset to demonstrate the limitations of unsupervised clustering in the GCD setting, showing that even very strong unsupervised models fail on Clevr-4. We further use Clevr-4 to examine the weaknesses of existing GCD algorithms, and propose a new method which addresses these shortcomings, leveraging consistent findings from the representation learning literature to do so. Our simple solution, which is based on 'mean teachers' and termed $\mu$GCD, substantially outperforms implemented baselines on Clevr-4. Finally, when we transfer these findings to real data on the challenging Semantic Shift Benchmark (SSB), we find that $\mu$GCD outperforms all prior work, setting a new state-of-the-art. For the project webpage, see https://www.robots.ox.ac.uk/~vgg/data/clevr4/",
2311.17054,Using the Energy and Momentum Conceptual Survey to investigate   progression in student understanding from introductory to advanced levels,"Mary Jane Brundage, Alexandru Maries, Chandralekha Singh",https://arxiv.org/,http://arxiv.org/pdf/2311.17054v1,2023-11-28T18:59:43Z,2023-11-28T18:59:43Z,10.1103/PhysRevPhysEducRes.19.020132,"The Energy and Momentum Conceptual Survey (EMCS) is a multiple-choice survey that contains conceptual problems involving a variety of energy and momentum concepts covered in a typical introductory physics course for science and engineering majors. Prior studies suggest that many concepts on the survey are challenging for introductory physics students and the average student scores after traditional lecture-based instruction are low. The research presented here investigates the progression in student understanding of the EMCS concepts including their evolution from the beginning to the end of their courses in introductory and advanced level undergraduate physics after traditional lecture-based instruction. We find that on all EMCS questions on which less than 50% of the introductory physics students answered a question correctly after traditional instruction, less than two-thirds of the upper-level undergraduate students provided the correct response after traditional lecture-based instruction. We discuss the EMCS questions that remain challenging and the common alternate conceptions among upper-level students. The findings presented here are consistent with prior research showing that traditional instruction in upper-level courses, which typically focuses primarily on quantitative problem solving and often incentivizes use of algorithmic approaches, is not effective for helping many students develop a functional understanding of underlying concepts.",
2311.17047,Tight bounds for antidistinguishability and circulant sets of pure   quantum states,"Nathaniel Johnston, Vincent Russo, Jamie Sikora",https://arxiv.org/,http://arxiv.org/pdf/2311.17047v1,2023-11-28T18:55:34Z,2023-11-28T18:55:34Z,10.48550/arXiv.2311.17047,"A set of pure quantum states is said to be antidistinguishable if upon sampling one at random, there exists a measurement to perfectly determine some state that was not sampled. We show that antidistinguishability of a set of $n$ pure states is equivalent to a property of its Gram matrix called $(n-1)$-incoherence, thus establishing a connection with quantum resource theories that lets us apply a wide variety of new tools to antidistinguishability. As a particular application of our result, we present an explicit formula (not involving any semidefinite programming) that determines whether or not a set with a circulant Gram matrix is antidistinguishable. We also show that if all inner products are smaller than $\sqrt{(n-2)/(2n-2)}$ then the set must be antidistinguishable, and we show that this bound is tight when $n \leq 4$. We also give a simpler proof that if all the inner products are strictly larger than $(n-2)/(n-1)$, then the set cannot be antidistinguishable, and we show that this bound is tight for all $n$.",
2311.17046,Refined BPS structures and topological recursion - the Weber and   Whittaker curves,"Omar Kidwai, Kento Osuga",https://arxiv.org/,http://arxiv.org/pdf/2311.17046v1,2023-11-28T18:54:56Z,2023-11-28T18:54:56Z,10.48550/arXiv.2311.17046,"We study properties of the recently established refined topological recursion for some simple spectral curves associated to quadratic differentials. We prove explicit formulas for the free energy and Voros coefficients of the corresponding quantum curves, and conjecture expressions for all other (smooth) genus zero degree two curves. The results can be written in terms of Bridgeland's notion of refined BPS structure associated to the same initial data, together with a quantum correction to the central charge. The corresponding ""invariants"" appear to be new, but their interpretation in terms of Donaldson-Thomas theory or QFT is not entirely clear.",
2311.17044,Gauging Non-Invertible Symmetries: Topological Interfaces and   Generalized Orbifold Groupoid in 2d QFT,"Oleksandr Diatlyk, Conghuan Luo, Yifan Wang, Quinten Weller",https://arxiv.org/,http://arxiv.org/pdf/2311.17044v1,2023-11-28T18:54:03Z,2023-11-28T18:54:03Z,10.48550/arXiv.2311.17044,"Gauging is a powerful operation on symmetries in quantum field theory (QFT), as it connects distinct theories and also reveals hidden structures in a given theory. We initiate a systematic investigation of gauging discrete generalized symmetries in two-dimensional QFT. Such symmetries are described by topological defect lines (TDLs) which obey fusion rules that are non-invertible in general. Despite this seemingly exotic feature, all well-known properties in gauging invertible symmetries carry over to this general setting, which greatly enhances both the scope and the power of gauging. This is established by formulating generalized gauging in terms of topological interfaces between QFTs, which explains the physical picture for the mathematical concept of algebra objects and associated module categories over fusion categories that encapsulate the algebraic properties of generalized symmetries and their gaugings. This perspective also provides simple physical derivations of well-known mathematical theorems in category theory from basic axiomatic properties of QFT in the presence of such interfaces. We discuss a bootstrap-type analysis to classify such topological interfaces and thus the possible generalized gaugings and demonstrate the procedure in concrete examples of fusion categories. Moreover we present a number of examples to illustrate generalized gauging and its properties in concrete conformal field theories (CFTs). In particular, we identify the generalized orbifold groupoid that captures the structure of fusion between topological interfaces (equivalently sequential gaugings) as well as a plethora of new self-dualities in CFTs under generalized gaugings.",
2311.17039,Optimal control of interacting active particles on complex landscapes,"Sumit Sinha, Vishaal Krishnan, L Mahadevan",https://arxiv.org/,http://arxiv.org/pdf/2311.17039v1,2023-11-28T18:50:23Z,2023-11-28T18:50:23Z,10.48550/arXiv.2311.17039,"Active many-body systems composed of many interacting degrees of freedom often operate out of equilibrium, giving rise to non-trivial emergent behaviors which can be functional in both evolved and engineered contexts. This naturally suggests the question of control to optimize function. Using navigation as a paradigm for function, we deploy the language of stochastic optimal control theory to formulate the inverse problem of shepherding a system of interacting active particles across a complex landscape. We implement a solution to this high-dimensional problem using an Adjoint-based Path Integral Control (APIC) algorithm that combines the power of recently introduced continuous-time back-propagation methods and automatic differentiation with the classical Feynman-Kac path integral formulation in statistical mechanics. Numerical experiments for controlling individual and interacting particles in complex landscapes show different classes of successful navigation strategies as a function of landscape complexity, as well as the intrinsic noise and drive of the active particles. However, in all cases, we see the emergence of paths that correspond to traversal along the edges of ridges and ravines, which we can understand using a variational analysis. We also show that the work associated with optimal strategies is inversely proportional to the length of the time horizon of optimal control, a result that follows from scaling considerations. All together, our approach serves as a foundational framework to control active non-equilibrium systems optimally to achieve functionality, embodied as a path on a high-dimensional manifold.",
2311.17037,Concurrent Stochastic Lossy Channel Games,"Daniel Stan, Muhammad Najib, Anthony Widjaja Lin, Parosh Aziz Abdulla",https://arxiv.org/,http://arxiv.org/pdf/2311.17037v1,2023-11-28T18:49:14Z,2023-11-28T18:49:14Z,10.48550/arXiv.2311.17037,"Concurrent stochastic games are an important formalism for the rational verification of probabilistic multi-agent systems, which involves verifying whether a temporal logic property is satisfied in some or all game-theoretic equilibria of such systems. In this work, we study the rational verification of probabilistic multi-agent systems where agents can cooperate by communicating over unbounded lossy channels. To model such systems, we present concurrent stochastic lossy channel games (CSLCG) and employ an equilibrium concept from cooperative game theory known as the core, which is the most fundamental and widely studied cooperative equilibrium concept. Our main contribution is twofold. First, we show that the rational verification problem is undecidable for systems whose agents have almost-sure LTL objectives. Second, we provide a decidable fragment of such a class of objectives that subsumes almost-sure reachability and safety. Our techniques involve reductions to solving infinite-state zero-sum games with conjunctions of qualitative objectives. To the best of our knowledge, our result represents the first decidability result on the rational verification of stochastic multi-agent systems on infinite arenas.",
2311.17025,Automorphisms of the procongruence pants complex,"Marco Boggi, Louis Funar",https://arxiv.org/,http://arxiv.org/pdf/2311.17025v1,2023-11-28T18:27:15Z,2023-11-28T18:27:15Z,10.48550/arXiv.2311.17025,"We show that every automorphism of the congruence completion of the extended mapping class group which preserves the set of conjugacy classes of procyclic groups generated by Dehn twists is inner and that their automorphism group is naturally isomorphic to the automorphism group of the procongruence pants complex. In the genus $0$ case, we prove the stronger result that all automorphism of the profinite completion of the extended mapping class group are inner.",
2311.17022,Message Recovery Attack in NTRU through VFK Lattices,"Eirini Poimenidou, Marios Adamoudis, Konstantinos A. Draziotis, Kostas Tsichlas",https://arxiv.org/,http://arxiv.org/pdf/2311.17022v1,2023-11-28T18:20:59Z,2023-11-28T18:20:59Z,10.48550/arXiv.2311.17022,"In the present paper, we implement a message recovery attack to all variants of the NTRU cryptosystem. Our approach involves a reduction from the NTRU-lattice to a Voronoi First Kind lattice, enabling the application of a polynomial CVP exact algorithm crucial for executing the Message Recovery. The efficacy of our attack relies on a specific oracle that permits us to approximate an unknown quantity. Furthermore, we outline the mathematical conditions under which the attack is successful. Finally, we delve into a well-established polynomial algorithm for CVP on VFK lattices and its implementation, shedding light on its efficacy in our attack. Subsequently, we present comprehensive experimental results on the NTRU-HPS and the NTRU-Prime variants of the NIST submissions and propose a method that could indicate the resistance of the NTRU cryptosystem to our attack.",
2311.17015,Regge constraints on local four-point scattering amplitudes of massive   particles with spin,"Subham Dutta Chowdhury, Vipul Kumar, Suman Kundu, Asikur Rahaman",https://arxiv.org/,http://arxiv.org/pdf/2311.17015v1,2023-11-28T18:09:31Z,2023-11-28T18:09:31Z,10.48550/arXiv.2311.17015,"In this work, we classify all the possible local four-point couplings relevant for tree-level flat space $2 \rightarrow 2$ scattering of external massive particles of spin one and spin two which do not grow faster than $s^2$ at large $s$ and fixed t. This kinematic constraint on local growth of tree-level S-matrices is known as Classical Regge Growth criteria or CRG. We first construct the spin one and spin two tree-level contact S-matrices as modules of polarisation tensors and momenta over the ring of polynomials generated by Mandelstam invariants. We then consider a general scattering process where the external scattering particles are of different masses but of same spin and constrain this space to obtain a finite number of CRG allowed local Lagrangians. Our concrete results are primarily for $D\geq 8$ but the process outlined is easily generalised to lower dimensions to include low dimensional parity violating structures. The space of CRG allowed structures reduces when we specialise to identical scattering and restrict to parity even couplings in $D=4$. We show that tree-level scattering amplitudes involving exchange diagrams and contact terms in de Rham-Gabadadze-Tolley massive gravity (dRGT) violate CRG unless the parameters of the theory take special values. The CRG allowed S-matrices, in the context of large $N$ conformal field theories (CFTs), can also be interpreted as bulk $AdS$ counterterms consistent with Chaos bound. Our classified structures therefore can be thought of as ambiguities arising in the context of conformal field theory inversion formula for four point functions of unconserved spin one and spin two operators in large $N$ CFTs.",
